MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,1,192.168.1.1,0.00,60,0,2.10,2.20,1.33,3.32,0.39
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,2,100.64.224.1,0.00,60,0,4.87,19.51,3.63,190.04,40.55
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,3,112.64.248.57,0.00,60,0,33.74,6.19,3.58,33.74,5.58
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,4,139.226.210.89,1.67,60,1,5.60,5.68,3.43,22.93,3.04
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,5,219.158.7.229,26.67,60,16,23.45,23.83,22.10,41.23,2.74
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,6,219.158.5.146,0.00,60,0,34.08,30.87,25.20,60.57,5.52
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,7,219.158.3.134,0.00,60,0,26.05,31.73,25.91,72.34,7.07
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,8,219.158.98.138,0.00,60,0,159.19,159.61,157.45,178.71,3.13
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,9,xe-3-0-3.cr1-fra2.ip4.gtt.net,5.00,60,3,165.91,164.81,158.37,192.84,4.49
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,10,ip4.gtt.net,10.00,60,6,158.09,162.22,154.28,210.16,7.77
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,11,???,100.00,60,60,0.00,0.00,0.00,0.00,0.00
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,12,???,100.00,60,60,0.00,0.00,0.00,0.00,0.00
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,13,???,100.00,60,60,0.00,0.00,0.00,0.00,0.00
MTR.UNKNOWN,1597721818,OK,fra-de-ping.vultr.com,14,108.61.210.117.vultr.com,1.67,60,1,183.13,168.77,153.88,183.86,10.37
MTR.UNKNOWN,1597721886,OK,par-fr-ping.vultr.com,1,192.168.1.1,1.67,60,1,2.12,5.38,1.49,122.40,16.84
MTR.UNKNOWN,1597721886,OK,par-fr-ping.vultr.com,2,100.64.224.1,0.00,60,0,15.44,40.69,3.11,452.86,75.22
MTR.UNKNOWN,1597721886,OK,par-fr-ping.vultr.com,3,139.226.230.105,1.67,60,1,4.15,7.75,3.32,126.87,16.30
MTR.UNKNOWN,1597721886,OK,par-fr-ping.vultr.com,4,139.226.227.33,0.00,60,0,5.39,9.76,3.89,111.61,16.86
MTR.UNKNOWN,1597721886,OK,par-fr-ping.vultr.com,5,219.158.6.197,0.00,60,0,31.53,28.56,23.58,65.62,5.50
MTR.UNKNOWN,1597721886,OK,par-fr-ping.vultr.com,6,219.158.5.158,0.00,60,0,32.18,31.77,24.42,130.66,14.11
MTR.UNKNOWN,1597721886,OK,par-fr-ping.vultr.com,7,219.158.3.138,0.00,60,0,30.28,32.19,24.98,169.84,18.72
